Year,ServEsencial,Administracion,Territorio,Comarca,Municipio,Unidad,GeoCode,Value
2017,ESED,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,0.8
2018,ESED,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,0.9
2019,ESED,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,0.9
2020,ESED,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,0.9
2021,ESED,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,0.9
2017,ESSRV,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,4.1
2018,ESSRV,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,4.9
2019,ESSRV,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,4.9
2020,ESSRV,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,5.1
2021,ESSRV,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,5.2
2017,HLTH,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,0.0
2018,HLTH,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,0.0
2019,HLTH,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,0.0
2020,HLTH,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,0.0
2021,HLTH,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,0.0
2017,PROT,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,3.3
2018,PROT,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,3.9
2019,PROT,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,4.1
2020,PROT,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,4.3
2021,PROT,ADM_MUN,,,Gaztelu,Porcentaje,Gaztelu,4.4
2017,ESED,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,4.1
2018,ESED,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,3.9
2019,ESED,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,3.9
2020,ESED,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,3.8
2021,ESED,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,4.0
2017,ESSRV,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,18.0
2018,ESSRV,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,18.1
2019,ESSRV,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,17.7
2020,ESSRV,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,19.6
2021,ESSRV,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,19.0
2017,HLTH,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,0.7
2018,HLTH,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,0.7
2019,HLTH,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,0.6
2020,HLTH,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,0.7
2021,HLTH,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,0.7
2017,PROT,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,13.3
2018,PROT,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,13.4
2019,PROT,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,13.2
2020,PROT,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,15.1
2021,PROT,ADM_MUN,Bizkaia,,,Porcentaje,Bizkaia,14.3
2017,ESED,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,8.2
2018,ESED,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,7.5
2019,ESED,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,6.0
2020,ESED,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,6.4
2021,ESED,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,10.2
2017,ESSRV,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,13.9
2018,ESSRV,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,12.5
2019,ESSRV,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,10.0
2020,ESSRV,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,11.5
2021,ESSRV,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,15.5
2017,HLTH,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,3.0
2018,HLTH,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,2.7
2019,HLTH,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,0.5
2020,HLTH,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,0.6
2021,HLTH,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,0.6
2017,PROT,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,2.7
2018,PROT,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,2.3
2019,PROT,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,3.5
2020,PROT,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,4.5
2021,PROT,ADM_MUN,,,Abadiño,Porcentaje,Abadiño,4.7
2017,ESED,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,4.5
2018,ESED,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,3.8
2019,ESED,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,4.9
2020,ESED,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,5.0
2021,ESED,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,4.9
2017,ESSRV,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,17.2
2018,ESSRV,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,15.4
2019,ESSRV,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,17.4
2020,ESSRV,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,19.4
2021,ESSRV,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,21.3
2017,HLTH,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.2
2018,HLTH,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.2
2019,HLTH,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.2
2020,HLTH,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.6
2021,HLTH,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,0.3
2017,PROT,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,12.5
2018,PROT,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,11.5
2019,PROT,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,12.4
2020,PROT,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,13.8
2021,PROT,ADM_MUN,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,16.2
2017,ESED,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,2.5
2018,ESED,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,2.2
2019,ESED,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,2.2
2020,ESED,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,1.7
2021,ESED,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,2.8
2017,ESSRV,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,20.6
2018,ESSRV,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,19.0
2019,ESSRV,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,18.6
2020,ESSRV,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,19.1
2021,ESSRV,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,19.5
2017,HLTH,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.2
2018,HLTH,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.2
2019,HLTH,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.2
2020,HLTH,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.2
2021,HLTH,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,0.2
2017,PROT,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,17.9
2018,PROT,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,16.6
2019,PROT,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,16.2
2020,PROT,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,17.2
2021,PROT,ADM_MUN,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,16.5
2017,ESED,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,3.4
2018,ESED,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,1.8
2019,ESED,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,7.2
2020,ESED,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,2.7
2021,ESED,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,1.3
2017,ESSRV,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,16.1
2018,ESSRV,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,11.2
2019,ESSRV,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,10.0
2020,ESSRV,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,4.6
2021,ESSRV,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,5.1
2017,HLTH,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,3.0
2018,HLTH,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,1.2
2019,HLTH,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,0.0
2020,HLTH,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,0.0
2021,HLTH,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,0.0
2017,PROT,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,9.7
2018,PROT,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,8.1
2019,PROT,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,2.7
2020,PROT,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,1.9
2021,PROT,ADM_MUN,,,Amoroto,Porcentaje,Amoroto,3.8
2017,ESED,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,0.1
2018,ESED,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,0.1
2019,ESED,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,0.1
2020,ESED,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,0.0
2021,ESED,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,0.2
2017,ESSRV,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,1.9
2018,ESSRV,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,3.1
2019,ESSRV,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,2.6
2020,ESSRV,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,1.7
2021,ESSRV,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,3.5
2017,HLTH,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,0.0
2018,HLTH,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,0.0
2019,HLTH,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,0.0
2020,HLTH,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,0.0
2021,HLTH,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,0.0
2017,PROT,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,1.8
2018,PROT,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,3.0
2019,PROT,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,2.5
2020,PROT,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,1.7
2021,PROT,ADM_MUN,,,Arakaldo,Porcentaje,Arakaldo,3.4
2017,ESED,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,0.9
2018,ESED,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,0.0
2019,ESED,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,0.0
2020,ESED,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,0.2
2021,ESED,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,0.2
2017,ESSRV,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,6.3
2018,ESSRV,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,1.4
2019,ESSRV,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,1.8
2020,ESSRV,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,3.0
2021,ESSRV,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,4.1
2017,HLTH,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,0.0
2018,HLTH,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,0.0
2019,HLTH,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,0.0
2020,HLTH,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,0.2
2021,HLTH,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,0.3
2017,PROT,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,5.4
2018,PROT,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,1.4
2019,PROT,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,1.8
2020,PROT,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,2.6
2021,PROT,ADM_MUN,,,Arantzazu,Porcentaje,Arantzazu,3.6
2017,ESED,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,9.6
2018,ESED,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,8.0
2019,ESED,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,3.5
2020,ESED,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,2.0
2021,ESED,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,4.1
2017,ESSRV,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,13.4
2018,ESSRV,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,10.0
2019,ESSRV,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,7.0
2020,ESSRV,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,4.1
2021,ESSRV,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,8.1
2017,HLTH,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.5
2018,HLTH,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.5
2019,HLTH,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.6
2020,HLTH,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.3
2021,HLTH,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,0.7
2017,PROT,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,3.2
2018,PROT,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,1.6
2019,PROT,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,2.9
2020,PROT,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,1.8
2021,PROT,ADM_MUN,,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,Munitibar-Arbatzegi Gerrikaitz,3.4
2017,ESED,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,2.0
2018,ESED,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,5.5
2019,ESED,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,3.7
2020,ESED,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,3.0
2021,ESED,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,1.3
2017,ESSRV,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,3.0
2018,ESSRV,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,6.1
2019,ESSRV,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,4.5
2020,ESSRV,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,3.6
2021,ESSRV,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,6.8
2017,HLTH,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,1.0
2018,HLTH,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,0.6
2019,HLTH,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,0.8
2020,HLTH,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,0.6
2021,HLTH,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,5.4
2017,PROT,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,0.0
2018,PROT,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,0.0
2019,PROT,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,0.0
2020,PROT,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,0.0
2021,PROT,ADM_MUN,,,Artzentales,Porcentaje,Artzentales,0.0
2017,ESED,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,12.0
2018,ESED,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,8.0
2019,ESED,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,9.8
2020,ESED,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,8.2
2021,ESED,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,7.2
2017,ESSRV,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,18.7
2018,ESSRV,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,13.2
2019,ESSRV,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,15.6
2020,ESSRV,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,13.4
2021,ESSRV,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,10.4
2017,HLTH,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,1.4
2018,HLTH,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,1.0
2019,HLTH,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,1.1
2020,HLTH,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,0.8
2021,HLTH,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,0.6
2017,PROT,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,5.2
2018,PROT,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,4.2
2019,PROT,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,4.8
2020,PROT,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,4.4
2021,PROT,ADM_MUN,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,2.7
2017,ESED,ADM_MUN,,ES4801,,Porcentaje,ES4801,2.8
2018,ESED,ADM_MUN,,ES4801,,Porcentaje,ES4801,2.7
2019,ESED,ADM_MUN,,ES4801,,Porcentaje,ES4801,2.6
2020,ESED,ADM_MUN,,ES4801,,Porcentaje,ES4801,2.5
2021,ESED,ADM_MUN,,ES4801,,Porcentaje,ES4801,2.5
2017,ESSRV,ADM_MUN,,ES4801,,Porcentaje,ES4801,23.2
2018,ESSRV,ADM_MUN,,ES4801,,Porcentaje,ES4801,24.4
2019,ESSRV,ADM_MUN,,ES4801,,Porcentaje,ES4801,23.7
2020,ESSRV,ADM_MUN,,ES4801,,Porcentaje,ES4801,24.6
2021,ESSRV,ADM_MUN,,ES4801,,Porcentaje,ES4801,24.3
2017,HLTH,ADM_MUN,,ES4801,,Porcentaje,ES4801,0.7
2018,HLTH,ADM_MUN,,ES4801,,Porcentaje,ES4801,0.8
2019,HLTH,ADM_MUN,,ES4801,,Porcentaje,ES4801,0.7
2020,HLTH,ADM_MUN,,ES4801,,Porcentaje,ES4801,0.8
2021,HLTH,ADM_MUN,,ES4801,,Porcentaje,ES4801,0.8
2017,PROT,ADM_MUN,,ES4801,,Porcentaje,ES4801,19.7
2018,PROT,ADM_MUN,,ES4801,,Porcentaje,ES4801,20.8
2019,PROT,ADM_MUN,,ES4801,,Porcentaje,ES4801,20.5
2020,PROT,ADM_MUN,,ES4801,,Porcentaje,ES4801,21.2
2021,PROT,ADM_MUN,,ES4801,,Porcentaje,ES4801,21.0
2017,ESED,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,0.7
2018,ESED,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,2.0
2019,ESED,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,0.7
2020,ESED,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,0.8
2021,ESED,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,0.8
2017,ESSRV,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,5.3
2018,ESSRV,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,7.7
2019,ESSRV,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,5.1
2020,ESSRV,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,6.5
2021,ESSRV,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,7.5
2017,HLTH,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,0.8
2018,HLTH,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,1.3
2019,HLTH,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,1.3
2020,HLTH,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,1.6
2021,HLTH,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,1.3
2017,PROT,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,3.7
2018,PROT,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,4.4
2019,PROT,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,3.1
2020,PROT,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,4.1
2021,PROT,ADM_MUN,,,Arrieta,Porcentaje,Arrieta,5.5
2017,ESED,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,5.1
2018,ESED,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,4.6
2019,ESED,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,3.3
2020,ESED,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,4.0
2021,ESED,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,4.0
2017,ESSRV,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,20.1
2018,ESSRV,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,18.8
2019,ESSRV,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,14.2
2020,ESSRV,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,17.2
2021,ESSRV,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,18.3
2017,HLTH,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.2
2018,HLTH,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.3
2019,HLTH,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.1
2020,HLTH,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.3
2021,HLTH,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.2
2017,PROT,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,14.8
2018,PROT,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,13.8
2019,PROT,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,10.8
2020,PROT,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,12.9
2021,PROT,ADM_MUN,,,Arrigorriaga,Porcentaje,Arrigorriaga,14.1
2017,ESED,ADM_MUN,,,Bakio,Porcentaje,Bakio,0.2
2018,ESED,ADM_MUN,,,Bakio,Porcentaje,Bakio,0.8
2019,ESED,ADM_MUN,,,Bakio,Porcentaje,Bakio,12.6
2020,ESED,ADM_MUN,,,Bakio,Porcentaje,Bakio,0.1
2021,ESED,ADM_MUN,,,Bakio,Porcentaje,Bakio,1.5
2017,ESSRV,ADM_MUN,,,Bakio,Porcentaje,Bakio,1.7
2018,ESSRV,ADM_MUN,,,Bakio,Porcentaje,Bakio,2.4
2019,ESSRV,ADM_MUN,,,Bakio,Porcentaje,Bakio,14.3
2020,ESSRV,ADM_MUN,,,Bakio,Porcentaje,Bakio,4.7
2021,ESSRV,ADM_MUN,,,Bakio,Porcentaje,Bakio,4.0
2017,HLTH,ADM_MUN,,,Bakio,Porcentaje,Bakio,0.0
