Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2010,EU_SDG_02_40,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,0.0
2012,EU_SDG_02_40,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,0.0
2013,EU_SDG_02_40,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,0.0
2018,EU_SDG_02_40,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,0.0
2017,EU_SDG_02_40,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,0.0
2017,EU_SDG_02_40,,,Larrabetzu,Porcentaje,Larrabetzu,3.4
2023,EU_SDG_02_40,,,Larrabetzu,Porcentaje,Larrabetzu,8.7
2018,EU_SDG_02_40,,,Larrabetzu,Porcentaje,Larrabetzu,3.3
2010,EU_SDG_02_40,,,Larrabetzu,Porcentaje,Larrabetzu,0.6
2015,EU_SDG_02_40,,,Larrabetzu,Porcentaje,Larrabetzu,3.4
2013,EU_SDG_02_40,,,Larrabetzu,Porcentaje,Larrabetzu,0.8
2011,EU_SDG_02_40,,,Larrabetzu,Porcentaje,Larrabetzu,0.7
2021,EU_SDG_02_40,,,Larrabetzu,Porcentaje,Larrabetzu,10.1
2019,EU_SDG_02_40,,,Larrabetzu,Porcentaje,Larrabetzu,4.0
2012,EU_SDG_02_40,,,Larrabetzu,Porcentaje,Larrabetzu,0.8
2014,EU_SDG_02_40,,,Larrabetzu,Porcentaje,Larrabetzu,0.9
2016,EU_SDG_02_40,,,Larrabetzu,Porcentaje,Larrabetzu,3.7
2020,EU_SDG_02_40,,,Larrabetzu,Porcentaje,Larrabetzu,9.1
2022,EU_SDG_02_40,,,Larrabetzu,Porcentaje,Larrabetzu,10.5
2014,EU_SDG_02_40,,,Larraul,Porcentaje,Larraul,0.0
2012,EU_SDG_02_40,,,Larraul,Porcentaje,Larraul,0.0
2013,EU_SDG_02_40,,,Larraul,Porcentaje,Larraul,0.0
2015,EU_SDG_02_40,,,Larraul,Porcentaje,Larraul,0.0
2010,EU_SDG_02_40,,,Larraul,Porcentaje,Larraul,0.0
2011,EU_SDG_02_40,,,Larraul,Porcentaje,Larraul,0.0
2020,EU_SDG_02_40,,,Larraul,Porcentaje,Larraul,0.0
2017,EU_SDG_02_40,,,Larraul,Porcentaje,Larraul,0.0
2021,EU_SDG_02_40,,,Larraul,Porcentaje,Larraul,0.0
2023,EU_SDG_02_40,,,Larraul,Porcentaje,Larraul,0.0
2022,EU_SDG_02_40,,,Larraul,Porcentaje,Larraul,0.0
2019,EU_SDG_02_40,,,Larraul,Porcentaje,Larraul,0.0
2016,EU_SDG_02_40,,,Larraul,Porcentaje,Larraul,0.0
2018,EU_SDG_02_40,,,Larraul,Porcentaje,Larraul,0.0
2020,EU_SDG_02_40,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.0
2012,EU_SDG_02_40,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.0
2010,EU_SDG_02_40,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.0
2014,EU_SDG_02_40,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.0
2016,EU_SDG_02_40,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.0
2018,EU_SDG_02_40,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.0
2022,EU_SDG_02_40,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.0
2013,EU_SDG_02_40,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.0
2019,EU_SDG_02_40,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.0
2021,EU_SDG_02_40,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.0
2011,EU_SDG_02_40,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.0
2017,EU_SDG_02_40,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.0
2015,EU_SDG_02_40,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.0
2023,EU_SDG_02_40,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,0.5
2016,EU_SDG_02_40,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,2.3
2022,EU_SDG_02_40,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,1.9
2021,EU_SDG_02_40,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,1.9
2019,EU_SDG_02_40,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,3.7
2012,EU_SDG_02_40,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,1.9
2020,EU_SDG_02_40,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,3.6
2011,EU_SDG_02_40,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,1.4
2010,EU_SDG_02_40,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,1.4
2015,EU_SDG_02_40,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,2.1
2014,EU_SDG_02_40,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,2.1
2013,EU_SDG_02_40,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,2.0
2018,EU_SDG_02_40,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,2.1
2017,EU_SDG_02_40,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,2.1
2023,EU_SDG_02_40,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,0.9
2018,EU_SDG_02_40,,,Laukiz,Porcentaje,Laukiz,0.0
2017,EU_SDG_02_40,,,Laukiz,Porcentaje,Laukiz,0.0
2011,EU_SDG_02_40,,,Laukiz,Porcentaje,Laukiz,0.0
2019,EU_SDG_02_40,,,Laukiz,Porcentaje,Laukiz,0.1
2015,EU_SDG_02_40,,,Laukiz,Porcentaje,Laukiz,0.0
2013,EU_SDG_02_40,,,Laukiz,Porcentaje,Laukiz,0.0
2021,EU_SDG_02_40,,,Laukiz,Porcentaje,Laukiz,0.1
2010,EU_SDG_02_40,,,Laukiz,Porcentaje,Laukiz,0.0
2012,EU_SDG_02_40,,,Laukiz,Porcentaje,Laukiz,0.0
2016,EU_SDG_02_40,,,Laukiz,Porcentaje,Laukiz,0.0
2020,EU_SDG_02_40,,,Laukiz,Porcentaje,Laukiz,0.1
2022,EU_SDG_02_40,,,Laukiz,Porcentaje,Laukiz,0.1
2014,EU_SDG_02_40,,,Laukiz,Porcentaje,Laukiz,0.0
2023,EU_SDG_02_40,,,Laukiz,Porcentaje,Laukiz,0.1
2015,EU_SDG_02_40,,,Lazkao,Porcentaje,Lazkao,0.0
2010,EU_SDG_02_40,,,Lazkao,Porcentaje,Lazkao,0.0
2012,EU_SDG_02_40,,,Lazkao,Porcentaje,Lazkao,0.0
2013,EU_SDG_02_40,,,Lazkao,Porcentaje,Lazkao,0.0
2021,EU_SDG_02_40,,,Lazkao,Porcentaje,Lazkao,1.6
2018,EU_SDG_02_40,,,Lazkao,Porcentaje,Lazkao,0.0
2017,EU_SDG_02_40,,,Lazkao,Porcentaje,Lazkao,0.0
2014,EU_SDG_02_40,,,Lazkao,Porcentaje,Lazkao,0.0
2020,EU_SDG_02_40,,,Lazkao,Porcentaje,Lazkao,1.6
2016,EU_SDG_02_40,,,Lazkao,Porcentaje,Lazkao,0.0
2011,EU_SDG_02_40,,,Lazkao,Porcentaje,Lazkao,0.0
2022,EU_SDG_02_40,,,Lazkao,Porcentaje,Lazkao,1.8
2023,EU_SDG_02_40,,,Lazkao,Porcentaje,Lazkao,2.6
2019,EU_SDG_02_40,,,Lazkao,Porcentaje,Lazkao,1.1
2013,EU_SDG_02_40,,,Leaburu,Porcentaje,Leaburu,0.0
2020,EU_SDG_02_40,,,Leaburu,Porcentaje,Leaburu,0.0
2018,EU_SDG_02_40,,,Leaburu,Porcentaje,Leaburu,0.0
2016,EU_SDG_02_40,,,Leaburu,Porcentaje,Leaburu,0.0
2014,EU_SDG_02_40,,,Leaburu,Porcentaje,Leaburu,0.0
2012,EU_SDG_02_40,,,Leaburu,Porcentaje,Leaburu,0.0
2017,EU_SDG_02_40,,,Leaburu,Porcentaje,Leaburu,0.0
2019,EU_SDG_02_40,,,Leaburu,Porcentaje,Leaburu,0.0
2010,EU_SDG_02_40,,,Leaburu,Porcentaje,Leaburu,0.0
2015,EU_SDG_02_40,,,Leaburu,Porcentaje,Leaburu,0.0
2023,EU_SDG_02_40,,,Leaburu,Porcentaje,Leaburu,1.0
2011,EU_SDG_02_40,,,Leaburu,Porcentaje,Leaburu,0.0
2022,EU_SDG_02_40,,,Leaburu,Porcentaje,Leaburu,1.0
2021,EU_SDG_02_40,,,Leaburu,Porcentaje,Leaburu,0.0
2023,EU_SDG_02_40,,,Legazpi,Porcentaje,Legazpi,0.5
2013,EU_SDG_02_40,,,Legazpi,Porcentaje,Legazpi,0.0
2017,EU_SDG_02_40,,,Legazpi,Porcentaje,Legazpi,0.5
2021,EU_SDG_02_40,,,Legazpi,Porcentaje,Legazpi,0.4
2010,EU_SDG_02_40,,,Legazpi,Porcentaje,Legazpi,0.0
2011,EU_SDG_02_40,,,Legazpi,Porcentaje,Legazpi,0.0
2012,EU_SDG_02_40,,,Legazpi,Porcentaje,Legazpi,0.0
2014,EU_SDG_02_40,,,Legazpi,Porcentaje,Legazpi,0.6
2015,EU_SDG_02_40,,,Legazpi,Porcentaje,Legazpi,0.6
2016,EU_SDG_02_40,,,Legazpi,Porcentaje,Legazpi,0.5
2018,EU_SDG_02_40,,,Legazpi,Porcentaje,Legazpi,0.4
2019,EU_SDG_02_40,,,Legazpi,Porcentaje,Legazpi,0.4
2020,EU_SDG_02_40,,,Legazpi,Porcentaje,Legazpi,0.4
2022,EU_SDG_02_40,,,Legazpi,Porcentaje,Legazpi,0.5
2015,EU_SDG_02_40,,,Legorreta,Porcentaje,Legorreta,0.4
2011,EU_SDG_02_40,,,Legorreta,Porcentaje,Legorreta,0.3
2019,EU_SDG_02_40,,,Legorreta,Porcentaje,Legorreta,0.0
2010,EU_SDG_02_40,,,Legorreta,Porcentaje,Legorreta,0.0
2012,EU_SDG_02_40,,,Legorreta,Porcentaje,Legorreta,0.4
2013,EU_SDG_02_40,,,Legorreta,Porcentaje,Legorreta,0.4
2014,EU_SDG_02_40,,,Legorreta,Porcentaje,Legorreta,0.4
2023,EU_SDG_02_40,,,Legorreta,Porcentaje,Legorreta,1.9
2016,EU_SDG_02_40,,,Legorreta,Porcentaje,Legorreta,0.0
2017,EU_SDG_02_40,,,Legorreta,Porcentaje,Legorreta,0.0
2018,EU_SDG_02_40,,,Legorreta,Porcentaje,Legorreta,0.0
2020,EU_SDG_02_40,,,Legorreta,Porcentaje,Legorreta,1.2
2021,EU_SDG_02_40,,,Legorreta,Porcentaje,Legorreta,1.4
2022,EU_SDG_02_40,,,Legorreta,Porcentaje,Legorreta,2.0
2013,EU_SDG_02_40,,,Legutio,Porcentaje,Legutio,2.0
2017,EU_SDG_02_40,,,Legutio,Porcentaje,Legutio,0.0
2022,EU_SDG_02_40,,,Legutio,Porcentaje,Legutio,0.0
2018,EU_SDG_02_40,,,Legutio,Porcentaje,Legutio,0.0
2023,EU_SDG_02_40,,,Legutio,Porcentaje,Legutio,0.0
2014,EU_SDG_02_40,,,Legutio,Porcentaje,Legutio,2.0
2011,EU_SDG_02_40,,,Legutio,Porcentaje,Legutio,0.0
2010,EU_SDG_02_40,,,Legutio,Porcentaje,Legutio,0.0
2012,EU_SDG_02_40,,,Legutio,Porcentaje,Legutio,0.0
2020,EU_SDG_02_40,,,Legutio,Porcentaje,Legutio,0.0
2021,EU_SDG_02_40,,,Legutio,Porcentaje,Legutio,0.1
2019,EU_SDG_02_40,,,Legutio,Porcentaje,Legutio,0.0
2015,EU_SDG_02_40,,,Legutio,Porcentaje,Legutio,0.0
2016,EU_SDG_02_40,,,Legutio,Porcentaje,Legutio,0.0
2011,EU_SDG_02_40,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2019,EU_SDG_02_40,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2015,EU_SDG_02_40,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2023,EU_SDG_02_40,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,13.8
2013,EU_SDG_02_40,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2017,EU_SDG_02_40,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2010,EU_SDG_02_40,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2012,EU_SDG_02_40,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2014,EU_SDG_02_40,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2016,EU_SDG_02_40,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2018,EU_SDG_02_40,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2021,EU_SDG_02_40,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2020,EU_SDG_02_40,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,0.0
2022,EU_SDG_02_40,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,3.6
2014,EU_SDG_02_40,,,Leioa,Porcentaje,Leioa,0.0
2018,EU_SDG_02_40,,,Leioa,Porcentaje,Leioa,0.5
2019,EU_SDG_02_40,,,Leioa,Porcentaje,Leioa,1.0
2011,EU_SDG_02_40,,,Leioa,Porcentaje,Leioa,0.0
2010,EU_SDG_02_40,,,Leioa,Porcentaje,Leioa,0.0
2013,EU_SDG_02_40,,,Leioa,Porcentaje,Leioa,0.0
2021,EU_SDG_02_40,,,Leioa,Porcentaje,Leioa,0.0
2017,EU_SDG_02_40,,,Leioa,Porcentaje,Leioa,0.0
2015,EU_SDG_02_40,,,Leioa,Porcentaje,Leioa,0.4
2023,EU_SDG_02_40,,,Leioa,Porcentaje,Leioa,0.4
2012,EU_SDG_02_40,,,Leioa,Porcentaje,Leioa,0.0
2016,EU_SDG_02_40,,,Leioa,Porcentaje,Leioa,0.0
2020,EU_SDG_02_40,,,Leioa,Porcentaje,Leioa,1.0
2022,EU_SDG_02_40,,,Leioa,Porcentaje,Leioa,0.4
2015,EU_SDG_02_40,,,Lekeitio,Porcentaje,Lekeitio,0.0
2022,EU_SDG_02_40,,,Lekeitio,Porcentaje,Lekeitio,1.5
2014,EU_SDG_02_40,,,Lekeitio,Porcentaje,Lekeitio,0.0
2011,EU_SDG_02_40,,,Lekeitio,Porcentaje,Lekeitio,0.0
2019,EU_SDG_02_40,,,Lekeitio,Porcentaje,Lekeitio,0.0
2017,EU_SDG_02_40,,,Lekeitio,Porcentaje,Lekeitio,0.0
2013,EU_SDG_02_40,,,Lekeitio,Porcentaje,Lekeitio,0.0
2021,EU_SDG_02_40,,,Lekeitio,Porcentaje,Lekeitio,1.3
2010,EU_SDG_02_40,,,Lekeitio,Porcentaje,Lekeitio,0.0
2012,EU_SDG_02_40,,,Lekeitio,Porcentaje,Lekeitio,0.0
2016,EU_SDG_02_40,,,Lekeitio,Porcentaje,Lekeitio,0.0
2018,EU_SDG_02_40,,,Lekeitio,Porcentaje,Lekeitio,0.0
2020,EU_SDG_02_40,,,Lekeitio,Porcentaje,Lekeitio,0.0
2023,EU_SDG_02_40,,,Lekeitio,Porcentaje,Lekeitio,1.4
2014,EU_SDG_02_40,,,Lemoa,Porcentaje,Lemoa,0.0
2023,EU_SDG_02_40,,,Lemoa,Porcentaje,Lemoa,8.8
2015,EU_SDG_02_40,,,Lemoa,Porcentaje,Lemoa,0.0
2021,EU_SDG_02_40,,,Lemoa,Porcentaje,Lemoa,9.9
2013,EU_SDG_02_40,,,Lemoa,Porcentaje,Lemoa,0.0
2011,EU_SDG_02_40,,,Lemoa,Porcentaje,Lemoa,0.0
2017,EU_SDG_02_40,,,Lemoa,Porcentaje,Lemoa,4.6
2012,EU_SDG_02_40,,,Lemoa,Porcentaje,Lemoa,0.0
2016,EU_SDG_02_40,,,Lemoa,Porcentaje,Lemoa,3.6
2018,EU_SDG_02_40,,,Lemoa,Porcentaje,Lemoa,4.6
2020,EU_SDG_02_40,,,Lemoa,Porcentaje,Lemoa,10.2
2022,EU_SDG_02_40,,,Lemoa,Porcentaje,Lemoa,9.1
2010,EU_SDG_02_40,,,Lemoa,Porcentaje,Lemoa,0.0
2019,EU_SDG_02_40,,,Lemoa,Porcentaje,Lemoa,8.1
2013,EU_SDG_02_40,,,Lemoiz,Porcentaje,Lemoiz,4.0
2010,EU_SDG_02_40,,,Lemoiz,Porcentaje,Lemoiz,4.1
2018,EU_SDG_02_40,,,Lemoiz,Porcentaje,Lemoiz,3.9
2023,EU_SDG_02_40,,,Lemoiz,Porcentaje,Lemoiz,4.0
2017,EU_SDG_02_40,,,Lemoiz,Porcentaje,Lemoiz,3.2
2015,EU_SDG_02_40,,,Lemoiz,Porcentaje,Lemoiz,4.7
2011,EU_SDG_02_40,,,Lemoiz,Porcentaje,Lemoiz,4.1
2021,EU_SDG_02_40,,,Lemoiz,Porcentaje,Lemoiz,3.8
2019,EU_SDG_02_40,,,Lemoiz,Porcentaje,Lemoiz,7.1
2012,EU_SDG_02_40,,,Lemoiz,Porcentaje,Lemoiz,4.0
2014,EU_SDG_02_40,,,Lemoiz,Porcentaje,Lemoiz,4.0
2016,EU_SDG_02_40,,,Lemoiz,Porcentaje,Lemoiz,3.4
2020,EU_SDG_02_40,,,Lemoiz,Porcentaje,Lemoiz,5.6
2022,EU_SDG_02_40,,,Lemoiz,Porcentaje,Lemoiz,4.4
2017,EU_SDG_02_40,,,Leza,Porcentaje,Leza,0.4
2015,EU_SDG_02_40,,,Leza,Porcentaje,Leza,0.0
2022,EU_SDG_02_40,,,Leza,Porcentaje,Leza,4.3
2019,EU_SDG_02_40,,,Leza,Porcentaje,Leza,0.8
2013,EU_SDG_02_40,,,Leza,Porcentaje,Leza,1.2
2018,EU_SDG_02_40,,,Leza,Porcentaje,Leza,0.7
2014,EU_SDG_02_40,,,Leza,Porcentaje,Leza,1.7
2011,EU_SDG_02_40,,,Leza,Porcentaje,Leza,0.3
2010,EU_SDG_02_40,,,Leza,Porcentaje,Leza,0.0
2012,EU_SDG_02_40,,,Leza,Porcentaje,Leza,1.2
2016,EU_SDG_02_40,,,Leza,Porcentaje,Leza,0.4
2021,EU_SDG_02_40,,,Leza,Porcentaje,Leza,2.2
2020,EU_SDG_02_40,,,Leza,Porcentaje,Leza,0.9
2023,EU_SDG_02_40,,,Leza,Porcentaje,Leza,5.4
2023,EU_SDG_02_40,,,Lezama,Porcentaje,Lezama,10.4
2015,EU_SDG_02_40,,,Lezama,Porcentaje,Lezama,7.1
2013,EU_SDG_02_40,,,Lezama,Porcentaje,Lezama,0.0
2011,EU_SDG_02_40,,,Lezama,Porcentaje,Lezama,0.0
2021,EU_SDG_02_40,,,Lezama,Porcentaje,Lezama,9.3
2017,EU_SDG_02_40,,,Lezama,Porcentaje,Lezama,7.4
2010,EU_SDG_02_40,,,Lezama,Porcentaje,Lezama,0.0
2012,EU_SDG_02_40,,,Lezama,Porcentaje,Lezama,0.0
2016,EU_SDG_02_40,,,Lezama,Porcentaje,Lezama,7.4
2018,EU_SDG_02_40,,,Lezama,Porcentaje,Lezama,9.1
2020,EU_SDG_02_40,,,Lezama,Porcentaje,Lezama,9.5
2014,EU_SDG_02_40,,,Lezama,Porcentaje,Lezama,0.0
2022,EU_SDG_02_40,,,Lezama,Porcentaje,Lezama,10.5
2019,EU_SDG_02_40,,,Lezama,Porcentaje,Lezama,9.5
2011,EU_SDG_02_40,,,Lezo,Porcentaje,Lezo,0.0
2010,EU_SDG_02_40,,,Lezo,Porcentaje,Lezo,0.2
2012,EU_SDG_02_40,,,Lezo,Porcentaje,Lezo,0.0
2014,EU_SDG_02_40,,,Lezo,Porcentaje,Lezo,0.9
2015,EU_SDG_02_40,,,Lezo,Porcentaje,Lezo,2.6
2016,EU_SDG_02_40,,,Lezo,Porcentaje,Lezo,2.6
2018,EU_SDG_02_40,,,Lezo,Porcentaje,Lezo,3.3
2019,EU_SDG_02_40,,,Lezo,Porcentaje,Lezo,4.6
2020,EU_SDG_02_40,,,Lezo,Porcentaje,Lezo,7.4
2022,EU_SDG_02_40,,,Lezo,Porcentaje,Lezo,7.9
2023,EU_SDG_02_40,,,Lezo,Porcentaje,Lezo,7.4
2017,EU_SDG_02_40,,,Lezo,Porcentaje,Lezo,3.0
2013,EU_SDG_02_40,,,Lezo,Porcentaje,Lezo,0.0
2021,EU_SDG_02_40,,,Lezo,Porcentaje,Lezo,6.6
2013,EU_SDG_02_40,,,Lizartza,Porcentaje,Lizartza,0.0
2021,EU_SDG_02_40,,,Lizartza,Porcentaje,Lizartza,0.0
2023,EU_SDG_02_40,,,Lizartza,Porcentaje,Lizartza,8.0
2020,EU_SDG_02_40,,,Lizartza,Porcentaje,Lizartza,0.0
2022,EU_SDG_02_40,,,Lizartza,Porcentaje,Lizartza,7.7
2010,EU_SDG_02_40,,,Lizartza,Porcentaje,Lizartza,0.0
2017,EU_SDG_02_40,,,Lizartza,Porcentaje,Lizartza,0.0
2011,EU_SDG_02_40,,,Lizartza,Porcentaje,Lizartza,0.0
2014,EU_SDG_02_40,,,Lizartza,Porcentaje,Lizartza,0.0
2019,EU_SDG_02_40,,,Lizartza,Porcentaje,Lizartza,0.0
2016,EU_SDG_02_40,,,Lizartza,Porcentaje,Lizartza,0.0
2015,EU_SDG_02_40,,,Lizartza,Porcentaje,Lizartza,0.0
2012,EU_SDG_02_40,,,Lizartza,Porcentaje,Lizartza,0.0
2018,EU_SDG_02_40,,,Lizartza,Porcentaje,Lizartza,0.0
2015,EU_SDG_02_40,,,Loiu,Porcentaje,Loiu,0.9
2022,EU_SDG_02_40,,,Loiu,Porcentaje,Loiu,1.2
2014,EU_SDG_02_40,,,Loiu,Porcentaje,Loiu,0.1
2012,EU_SDG_02_40,,,Loiu,Porcentaje,Loiu,0.0
2020,EU_SDG_02_40,,,Loiu,Porcentaje,Loiu,1.2
2011,EU_SDG_02_40,,,Loiu,Porcentaje,Loiu,0.0
2021,EU_SDG_02_40,,,Loiu,Porcentaje,Loiu,1.3
2017,EU_SDG_02_40,,,Loiu,Porcentaje,Loiu,1.3
2013,EU_SDG_02_40,,,Loiu,Porcentaje,Loiu,0.0
2016,EU_SDG_02_40,,,Loiu,Porcentaje,Loiu,1.2
2018,EU_SDG_02_40,,,Loiu,Porcentaje,Loiu,1.5
2023,EU_SDG_02_40,,,Loiu,Porcentaje,Loiu,1.2
2010,EU_SDG_02_40,,,Loiu,Porcentaje,Loiu,0.0
2019,EU_SDG_02_40,,,Loiu,Porcentaje,Loiu,1.4
2019,EU_SDG_02_40,,,Mallabia,Porcentaje,Mallabia,0.0
2013,EU_SDG_02_40,,,Mallabia,Porcentaje,Mallabia,0.0
2021,EU_SDG_02_40,,,Mallabia,Porcentaje,Mallabia,0.8
2010,EU_SDG_02_40,,,Mallabia,Porcentaje,Mallabia,0.0
2018,EU_SDG_02_40,,,Mallabia,Porcentaje,Mallabia,0.0
2011,EU_SDG_02_40,,,Mallabia,Porcentaje,Mallabia,0.0
2017,EU_SDG_02_40,,,Mallabia,Porcentaje,Mallabia,0.2
2015,EU_SDG_02_40,,,Mallabia,Porcentaje,Mallabia,0.0
2023,EU_SDG_02_40,,,Mallabia,Porcentaje,Mallabia,0.8
2012,EU_SDG_02_40,,,Mallabia,Porcentaje,Mallabia,0.0
2014,EU_SDG_02_40,,,Mallabia,Porcentaje,Mallabia,0.0
2016,EU_SDG_02_40,,,Mallabia,Porcentaje,Mallabia,0.0
2020,EU_SDG_02_40,,,Mallabia,Porcentaje,Mallabia,0.4
2022,EU_SDG_02_40,,,Mallabia,Porcentaje,Mallabia,0.8
2016,EU_SDG_02_40,,,Mañaria,Porcentaje,Mañaria,0.0
2013,EU_SDG_02_40,,,Mañaria,Porcentaje,Mañaria,0.0
2011,EU_SDG_02_40,,,Mañaria,Porcentaje,Mañaria,0.0
2019,EU_SDG_02_40,,,Mañaria,Porcentaje,Mañaria,0.0
2010,EU_SDG_02_40,,,Mañaria,Porcentaje,Mañaria,0.0
2012,EU_SDG_02_40,,,Mañaria,Porcentaje,Mañaria,0.0
2014,EU_SDG_02_40,,,Mañaria,Porcentaje,Mañaria,0.0
2018,EU_SDG_02_40,,,Mañaria,Porcentaje,Mañaria,0.0
2020,EU_SDG_02_40,,,Mañaria,Porcentaje,Mañaria,0.0
2022,EU_SDG_02_40,,,Mañaria,Porcentaje,Mañaria,0.0
2023,EU_SDG_02_40,,,Mañaria,Porcentaje,Mañaria,0.0
2017,EU_SDG_02_40,,,Mañaria,Porcentaje,Mañaria,0.0
2021,EU_SDG_02_40,,,Mañaria,Porcentaje,Mañaria,0.0
2015,EU_SDG_02_40,,,Mañaria,Porcentaje,Mañaria,0.0
2011,EU_SDG_02_40,,,Markina-Xemein,Porcentaje,Markina-Xemein,0.1
2015,EU_SDG_02_40,,,Markina-Xemein,Porcentaje,Markina-Xemein,0.4
2021,EU_SDG_02_40,,,Markina-Xemein,Porcentaje,Markina-Xemein,0.4
2013,EU_SDG_02_40,,,Markina-Xemein,Porcentaje,Markina-Xemein,0.4
2017,EU_SDG_02_40,,,Markina-Xemein,Porcentaje,Markina-Xemein,0.4
2012,EU_SDG_02_40,,,Markina-Xemein,Porcentaje,Markina-Xemein,0.4
2014,EU_SDG_02_40,,,Markina-Xemein,Porcentaje,Markina-Xemein,0.4
2016,EU_SDG_02_40,,,Markina-Xemein,Porcentaje,Markina-Xemein,0.4
2020,EU_SDG_02_40,,,Markina-Xemein,Porcentaje,Markina-Xemein,0.6
2022,EU_SDG_02_40,,,Markina-Xemein,Porcentaje,Markina-Xemein,0.2
2018,EU_SDG_02_40,,,Markina-Xemein,Porcentaje,Markina-Xemein,0.4
2010,EU_SDG_02_40,,,Markina-Xemein,Porcentaje,Markina-Xemein,0.3
2023,EU_SDG_02_40,,,Markina-Xemein,Porcentaje,Markina-Xemein,0.2
2019,EU_SDG_02_40,,,Markina-Xemein,Porcentaje,Markina-Xemein,0.4
2013,EU_SDG_02_40,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,2.0
2021,EU_SDG_02_40,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,0.0
2011,EU_SDG_02_40,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,2.7
2017,EU_SDG_02_40,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,0.0
2023,EU_SDG_02_40,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,0.8
2010,EU_SDG_02_40,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,2.7
2012,EU_SDG_02_40,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,2.0
2016,EU_SDG_02_40,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,0.0
2020,EU_SDG_02_40,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,0.0
2022,EU_SDG_02_40,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,0.8
2018,EU_SDG_02_40,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,0.0
2014,EU_SDG_02_40,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,1.4
2015,EU_SDG_02_40,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,1.4
2019,EU_SDG_02_40,,,Maruri-Jatabe,Porcentaje,Maruri-Jatabe,0.0
2020,EU_SDG_02_40,,,Mendaro,Porcentaje,Mendaro,0.5
2022,EU_SDG_02_40,,,Mendaro,Porcentaje,Mendaro,6.6
